Features	S100001	S100003	S100009	S100015	S100016	S100043	S100046	S100047	S100048	S100049	S100051	S100052	S100058	S100060	S100062	S100065	S100068	S100070	S100071	S100072	S100074	S100075	S100077	S100078	S100080	S100083	S100084	S100085	S100086	S100087	S100088	S100089	S100090	S100091	S100092	S100095	S100096	S100099	S100100	S100101	S100102	S100104	S100105	S100106	S100107	S100109	S100115	S100117	S100128	S100143	S100144	S100150	S100151	S100154	S100155	S100156	S100158	S100160	S100161	S100162	S100163	S100164	S100165	S100166	S100167	S100168	S100169	S100170	S100171	S100172	S100173	S100174	S100175	S100176	S100177	S100178	S100180	S100181	S100182	S100183	S100184	S100187	S100188	S100190	S100191	S100192	S100195	S100196	S100197	S100198	S100200	S100202	S100203	S100204	S100205	S100206	S100207	S100209	S100210	S100211	S100212	S100214	S100216	S100217	S100219	S100220	S100221	S100222	S100224	S100225	S100226	S100227	S100228	S100229	S100233	S100234	S7003A	S7003B	S7007	S7010	S7016	S7018	S7021	S7022	S7035	S7037	S7039	S7043	S7049	S7052	S7059	S7061	S7064	S7072	S7077A	S7077B	S7079	S7085	S7094A	S7094B	S7094C	S7095	S7097	S7102	S7111	S7116	S7117	S7123	S7124	S7125	S7126	S7129	S7130	S7134	S7135	S7141	S7145	S7153	S7154	S7156	S7160	S7164	S7168	S7174	S7175A	S7175B	S7178A	S7178B	S7181	S7185	S7200	S7221	S7225	S7228	S7233	S7242A	S7242B	S7250	S7251	S7265	S7267	S7284	S7287	S7295	S7298	S7313	S7325	S7347	S7352	S7355	S7356	S7360	S7361	S7365	S7385	S7429	S7454	S7584	S7594	S7610	S7614	S7615	S7621	S7624	S7632	S7662	S7664	S7749	S7775	S7844	S7848	S7855	S7858	S7859	S7860	S7861	S7862	S7870	S7871	S7879	S7899	S7904	S7906	S7908	S7909	S7910	S7911	S7912
RNA_polymerase	230.08	252.18	302.74	184.69	273.83	254.17	241.32	248.21	299.36	272.76	295.94	182.66	260.70	256.86	250.98	198.88	230.06	256.21	235.77	288.34	256.99	191.07	300.29	255.05	315.65	250.93	206.90	273.87	215.75	289.87	257.58	229.07	245.42	310.34	279.81	234.23	249.59	225.04	126.16	288.38	233.24	220.33	227.90	252.85	250.87	263.56	159.90	191.41	285.07	261.19	185.67	241.26	246.89	286.84	292.37	228.97	225.72	394.26	222.94	267.37	273.89	195.84	269.18	250.66	194.67	214.41	367.26	267.26	232.11	254.28	254.98	273.50	243.84	340.00	357.97	255.83	232.01	192.89	204.94	175.87	221.20	368.79	266.33	276.25	247.33	168.32	203.67	179.45	284.81	243.03	248.30	171.57	218.64	251.18	249.67	267.04	245.45	246.31	215.61	313.70	268.20	295.01	247.51	175.61	235.51	240.10	310.79	263.79	255.46	287.61	208.62	250.79	194.40	233.94	245.38	265.37	187.17	173.47	57.88	92.43	218.15	190.28	138.90	137.07	71.83	203.04	207.69	112.45	70.05	255.04	335.91	188.63	172.22	198.75	232.24	150.98	217.14	98.70	198.46	105.06	111.70	397.47	162.31	201.06	228.31	231.63	167.57	244.56	204.05	155.46	111.09	251.75	163.62	273.71	236.91	266.82	152.13	148.01	202.36	249.30	123.99	169.08	197.88	236.16	239.82	187.57	152.75	205.83	164.50	69.93	166.22	239.71	271.63	222.73	251.27	202.13	228.01	206.68	130.13	229.93	292.19	251.23	224.85	124.04	231.19	188.01	159.92	211.84	157.31	244.97	209.21	156.04	224.96	270.41	189.15	185.07	201.57	138.03	205.13	230.48	201.40	193.70	251.67	214.14	72.44	147.50	166.85	51.90	277.53	257.17	220.00	250.61	292.22	218.20	219.24	245.42	263.53	203.24	222.96	247.54	219.74	211.82	256.39	225.49	210.25	235.09	223.88	265.92
Basal_transcription_factors	715.35	737.07	810.43	564.24	790.30	789.65	716.02	760.89	847.76	795.15	900.88	623.27	785.34	747.13	703.52	579.10	709.37	823.92	692.90	870.68	790.18	564.52	900.74	773.58	920.26	743.16	627.94	844.86	664.92	845.07	776.25	722.00	747.52	914.54	817.01	716.29	745.38	709.71	370.02	875.32	691.08	654.71	683.12	782.94	741.62	839.47	426.32	604.67	826.87	769.60	605.05	733.68	766.88	868.92	857.53	704.54	694.69	1052.92	677.59	824.61	806.51	663.74	801.58	767.13	584.05	669.72	1058.43	787.81	706.15	791.58	766.10	742.41	699.10	991.43	1051.46	755.91	705.92	627.93	609.47	531.09	708.58	933.43	809.08	786.82	756.83	546.78	595.71	532.27	822.28	743.36	752.67	567.25	649.82	737.71	777.27	768.93	742.37	838.60	744.69	977.36	844.54	823.96	807.07	466.65	748.10	711.96	920.95	780.99	772.36	821.28	591.88	827.49	588.72	705.53	760.66	758.60	568.64	550.54	167.30	292.08	674.76	516.39	409.43	409.54	216.01	597.98	595.17	322.12	206.76	725.59	1002.80	605.51	437.10	646.55	743.56	424.61	657.63	322.08	621.67	314.51	354.26	1046.76	499.09	623.73	716.22	634.26	527.26	712.94	602.08	493.37	356.69	735.09	549.72	810.48	790.44	875.15	439.06	543.28	570.69	709.91	374.90	614.31	600.00	704.82	792.86	628.78	480.66	626.37	459.54	204.63	527.93	679.12	756.08	662.12	695.12	640.43	641.82	605.81	457.89	666.83	808.08	807.41	665.17	411.18	710.28	608.66	523.65	720.35	527.81	719.43	646.40	461.52	756.48	799.36	578.10	589.94	547.68	412.72	717.89	667.85	657.19	608.50	751.06	570.89	235.75	443.29	490.82	154.70	820.05	752.31	653.17	722.61	846.42	632.88	677.64	735.91	761.88	613.66	692.34	725.24	659.75	633.86	771.04	646.56	607.72	683.21	664.44	759.00
DNA_replication	1821.83	1919.70	2209.03	1468.05	2139.09	1970.95	1851.26	2000.10	2271.75	2126.50	2274.62	1538.29	1972.83	2031.20	1916.20	1515.03	1846.89	2108.13	1830.13	2260.92	2002.48	1529.66	2363.12	2034.32	2294.65	1905.72	1648.53	2148.24	1730.48	2228.58	2063.01	1845.50	1988.54	2412.27	2155.39	1898.55	1956.05	1828.56	994.41	2253.92	1750.93	1674.86	1751.73	2025.62	1975.95	2150.90	1193.07	1509.36	2104.48	2022.30	1493.93	1919.45	1968.78	2277.89	2236.09	1807.55	1815.99	2787.69	1783.69	2097.76	2143.87	1656.16	2045.16	2004.73	1471.55	1727.89	2728.57	2109.45	1831.86	2033.15	2010.48	2097.86	1932.58	2652.97	2604.18	2027.91	1808.46	1589.62	1582.11	1376.00	1746.06	2684.88	2114.28	2058.27	1990.42	1369.33	1534.85	1364.29	2213.78	1965.08	2010.38	1416.25	1712.13	1944.15	1962.81	2058.80	1930.90	2114.16	1818.71	2503.77	2192.33	2270.48	1975.66	1240.12	1883.75	1914.82	2380.25	2094.19	1988.48	2178.54	1563.15	2052.45	1530.70	1886.12	1954.81	2050.34	1498.13	1406.79	464.85	779.09	1781.19	1566.44	1106.10	1147.66	564.65	1601.18	1620.16	879.06	536.20	1961.42	2563.85	1508.54	1299.25	1659.10	1985.36	1161.12	1751.71	816.70	1631.93	830.91	906.14	3021.56	1316.61	1645.88	1891.39	1731.25	1359.06	1911.94	1606.34	1263.98	914.08	1966.27	1404.34	2223.10	1995.72	2200.17	1189.69	1313.36	1552.49	1944.20	1056.42	1481.70	1590.29	1867.44	1995.80	1539.88	1254.49	1652.71	1354.22	569.15	1387.04	1871.47	2044.62	1785.60	1950.67	1635.94	1882.22	1637.33	1136.45	1813.42	2226.57	2103.51	1735.91	1055.42	1884.44	1570.84	1328.36	1813.02	1328.48	1942.35	1690.49	1220.83	1903.89	2150.52	1579.97	1529.26	1572.77	1093.13	1760.05	1730.31	1635.84	1602.38	2003.15	1644.08	597.37	1165.07	1295.69	423.82	2100.20	2027.09	1725.95	1915.50	2286.57	1701.89	1724.73	1899.14	2032.97	1589.26	1800.58	1929.67	1736.50	1667.63	2037.67	1744.29	1573.16	1809.34	1678.94	2014.26
Spliceosome	336.15	298.99	238.03	323.87	362.97	382.29	254.36	395.71	376.21	423.62	374.44	434.05	254.32	413.85	316.73	252.74	328.65	495.92	328.11	337.56	324.02	249.53	419.28	442.65	338.82	376.05	319.99	402.90	340.13	365.81	495.89	347.54	441.62	379.39	334.45	343.59	324.33	409.80	139.93	365.84	230.96	257.42	313.71	409.21	363.35	419.71	252.95	338.09	320.97	304.74	290.58	372.61	255.54	562.06	349.83	244.59	384.18	402.13	400.56	413.59	359.19	457.38	296.51	388.92	180.14	320.57	372.16	335.72	328.77	383.69	408.87	362.98	522.38	374.58	355.36	476.66	280.33	326.39	290.93	221.52	346.60	393.67	547.86	306.16	444.94	265.62	235.23	218.27	532.43	435.86	476.44	387.72	375.38	318.33	337.09	402.38	396.63	296.77	376.07	361.10	405.93	419.09	472.42	207.14	331.30	347.89	303.62	448.86	414.43	320.19	366.06	394.97	255.59	403.49	454.97	309.78	324.70	375.07	113.60	214.76	451.64	296.20	193.68	289.43	168.86	345.55	338.41	175.41	113.12	440.72	484.21	422.74	336.64	414.07	542.61	220.97	435.50	267.20	469.82	219.57	244.76	879.03	334.09	395.02	446.82	386.03	310.52	548.44	292.31	333.53	265.23	434.68	414.27	534.22	634.39	501.59	222.23	302.25	278.24	432.86	266.57	423.08	299.56	378.30	421.63	402.38	295.12	363.30	253.62	129.44	369.14	439.99	506.23	415.27	399.51	380.50	473.63	271.34	365.77	425.92	411.36	730.83	454.90	304.29	482.35	420.61	385.75	419.81	330.79	396.81	358.61	284.21	406.74	518.31	427.49	350.58	362.84	229.91	495.85	294.99	404.47	297.87	414.35	525.09	176.66	172.58	274.18	80.92	314.79	409.25	303.39	309.34	469.66	325.44	351.62	281.08	318.31	220.81	424.98	331.35	395.99	360.23	350.69	273.35	253.68	289.76	262.29	351.36
Proteasome	0.00	0.00	0.00	0.44	0.00	0.00	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.63	0.00	0.26	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Protein_export	366.21	310.03	272.25	254.46	295.76	390.53	288.21	318.08	339.06	305.79	430.38	345.43	351.94	285.37	264.88	247.44	289.77	380.88	301.41	363.49	339.09	324.98	387.14	337.67	443.78	362.00	285.31	387.86	291.33	368.00	359.58	318.52	317.60	388.78	372.51	285.73	314.21	311.18	178.39	389.92	320.38	312.68	305.72	362.77	304.33	362.60	267.37	297.12	400.55	331.16	277.09	316.33	340.17	386.41	391.82	322.09	312.68	373.29	299.00	386.61	426.26	389.83	368.28	323.04	273.00	290.71	440.92	310.88	317.57	360.08	349.58	239.86	400.65	430.88	517.60	310.06	328.14	292.22	314.42	224.48	360.28	285.98	366.05	349.29	327.77	275.83	284.67	278.02	341.04	316.15	322.55	313.10	265.69	379.98	378.34	332.56	343.03	363.99	368.30	450.10	343.08	319.06	420.69	221.72	340.88	344.71	410.06	331.17	367.77	375.88	262.62	385.46	232.57	315.64	335.98	320.59	308.04	312.72	108.39	184.97	314.57	278.69	175.11	259.80	112.63	235.33	244.76	122.24	97.02	439.76	427.62	351.30	396.50	390.17	548.05	180.65	281.93	183.95	474.82	194.99	204.77	868.24	243.03	303.83	315.60	349.08	245.83	354.66	241.51	260.25	186.48	319.10	343.93	572.49	494.84	419.15	180.27	272.41	229.44	286.02	261.02	340.14	255.55	290.52	359.87	341.39	213.45	277.79	240.69	108.30	352.44	274.95	416.87	305.98	272.88	309.81	521.40	234.98	255.58	284.04	413.03	519.45	380.50	245.92	330.91	302.01	300.41	378.39	320.88	294.28	282.34	200.52	345.04	331.43	304.83	285.94	350.20	182.34	390.23	291.05	337.40	327.92	312.92	357.94	149.09	165.22	221.04	84.52	385.83	301.57	271.05	309.52	341.60	266.04	319.59	347.49	302.78	283.44	345.31	312.86	293.42	285.11	318.75	260.19	263.93	296.82	348.59	348.33
Bacterial_secretion_system	929.32	1005.37	696.97	582.69	1037.89	944.45	915.55	923.82	1100.04	894.55	1223.85	530.78	1067.67	897.76	957.80	756.28	903.19	918.39	914.68	1191.96	1034.10	788.34	1141.90	881.18	1250.12	920.90	790.75	1038.82	781.00	1190.65	801.74	892.96	824.81	1300.23	1181.84	861.93	963.79	843.02	530.94	1184.07	971.70	911.71	849.26	965.58	912.53	1066.59	409.59	638.24	1161.20	1068.57	664.85	907.94	1086.15	992.85	1197.17	1040.37	815.01	885.06	765.71	944.40	1208.37	591.41	1137.01	922.45	857.94	831.85	1410.22	1060.61	881.91	1033.47	909.84	979.62	695.94	1428.06	1515.02	865.95	931.45	709.71	819.94	707.60	834.22	827.15	846.96	1062.75	806.85	633.46	847.90	793.91	933.48	814.93	889.00	534.21	703.71	1088.16	974.96	931.87	861.51	1186.70	837.61	1335.24	1031.86	1120.96	835.84	624.55	966.79	946.22	1323.27	937.30	898.50	1136.68	613.84	965.94	741.92	813.82	698.16	1072.76	680.86	520.68	200.09	283.61	706.16	780.36	551.36	487.69	169.50	639.44	713.21	387.97	238.83	803.99	990.92	564.44	459.48	678.25	674.49	581.80	735.16	246.30	599.47	354.09	317.08	1125.90	527.91	677.08	864.21	687.23	565.07	729.35	771.60	537.02	348.40	842.26	459.44	931.05	666.36	960.79	578.70	584.73	750.35	778.01	424.21	486.55	795.55	856.40	884.81	624.76	512.47	706.88	695.15	252.02	532.32	710.88	707.35	751.84	845.45	549.37	751.47	834.01	328.58	714.92	1092.61	614.51	785.35	342.91	753.66	612.07	466.29	795.03	551.22	886.50	747.68	520.27	871.20	869.44	698.32	640.89	716.97	492.03	611.99	873.96	624.12	809.40	881.71	667.31	204.68	516.72	602.89	210.13	1157.96	856.86	822.90	992.23	1072.88	822.90	801.39	1054.48	1053.91	871.91	776.60	958.34	697.64	729.79	1032.63	912.99	750.90	969.58	985.90	1050.08
PPAR_signaling_pathway	419.22	437.38	244.83	342.37	555.29	412.70	343.44	507.82	585.13	488.96	472.84	380.44	345.16	549.63	489.68	332.58	440.26	548.43	418.52	532.07	412.15	351.98	514.19	445.43	416.81	416.12	417.96	488.06	424.75	486.77	507.11	427.52	537.17	574.15	493.24	472.30	450.95	421.84	208.84	510.66	337.13	347.94	384.86	500.68	482.39	505.14	218.82	303.13	412.47	464.26	279.72	470.95	461.26	531.48	450.68	433.47	444.48	522.32	437.52	446.02	459.33	420.91	435.43	496.15	303.49	411.57	539.37	533.94	397.13	449.11	474.64	566.21	442.03	529.47	451.27	491.05	391.65	386.80	374.06	320.84	372.20	400.66	476.45	446.33	523.37	316.09	325.96	289.02	538.75	515.05	490.98	333.43	374.87	433.20	443.30	498.19	474.97	379.65	438.93	569.23	535.56	601.19	433.74	196.11	422.16	373.04	524.02	536.86	424.38	449.69	348.14	428.56	307.75	428.34	406.94	422.81	284.42	304.00	101.85	210.42	477.56	249.00	237.90	230.38	128.31	373.87	419.72	228.96	130.19	384.21	309.40	344.81	304.29	363.17	525.65	323.68	441.07	193.23	401.81	181.63	206.20	1196.64	336.79	419.16	520.32	339.30	323.68	459.29	409.41	321.04	198.12	474.50	351.89	581.58	474.17	472.79	302.40	291.18	375.68	492.91	238.17	358.91	410.06	473.19	463.04	354.70	321.60	434.58	235.47	123.42	334.87	482.93	442.76	490.12	531.98	342.91	449.86	417.88	279.44	461.71	530.79	507.81	395.99	252.41	497.91	364.75	306.67	443.35	349.79	516.43	402.72	280.92	469.88	542.07	455.83	405.92	450.86	280.76	413.83	373.00	380.39	306.01	519.30	372.20	143.47	248.23	313.92	87.85	428.53	471.07	407.49	438.68	575.34	436.19	404.69	407.55	485.30	340.36	469.16	442.47	424.82	403.45	480.87	433.91	335.94	423.99	353.81	481.17
Base_excision_repair	1213.67	1174.54	1318.92	899.46	1241.03	1248.92	1225.74	1153.41	1323.48	1253.55	1465.23	952.66	1323.61	1145.42	1123.09	946.80	1092.87	1275.84	1132.56	1400.45	1258.20	1038.75	1489.34	1269.83	1514.35	1219.08	1012.49	1321.23	1045.40	1377.31	1281.18	1118.34	1128.79	1481.97	1387.11	1109.54	1211.46	1066.31	670.36	1420.65	1178.65	1116.60	1107.24	1237.34	1204.09	1268.55	821.57	959.58	1388.40	1291.91	942.31	1137.19	1307.79	1332.81	1439.56	1211.44	1091.94	1673.47	1073.81	1337.20	1458.85	1055.51	1333.52	1175.55	996.98	1052.09	1785.48	1276.04	1190.17	1263.43	1264.65	1164.40	1171.26	1740.22	1771.55	1161.87	1196.86	994.48	1049.54	842.03	1138.66	1711.90	1246.04	1343.78	1157.08	879.43	1024.59	927.92	1277.79	1136.19	1184.56	898.11	1030.21	1308.13	1297.99	1244.15	1194.70	1265.81	1142.75	1664.85	1262.55	1309.78	1247.09	847.55	1156.41	1255.15	1620.60	1230.70	1253.85	1462.58	977.05	1271.85	959.36	1187.44	1249.40	1277.41	972.82	888.34	306.90	498.40	1027.59	1036.38	671.24	769.30	360.67	940.31	964.42	508.01	334.43	1295.59	1678.68	931.24	932.34	1056.08	1269.39	690.29	997.56	521.47	1077.83	545.12	553.71	2147.47	784.61	982.63	1105.17	1140.25	817.18	1134.59	931.25	780.00	553.29	1177.43	888.60	1418.07	1249.11	1356.61	700.25	766.90	912.89	1172.29	691.66	896.53	927.13	1062.32	1176.53	962.54	727.05	978.90	886.20	359.49	897.07	1120.09	1238.47	1032.52	1143.82	1002.58	1297.95	929.14	704.74	1091.73	1374.02	1306.48	1128.48	659.99	1100.03	941.98	834.02	1062.21	829.92	1123.45	989.79	722.96	1086.85	1260.11	1061.35	902.26	1023.25	659.60	1051.17	1062.68	996.99	1007.67	1170.29	1090.98	374.44	696.90	796.42	275.99	1382.70	1233.61	1076.82	1203.46	1317.01	1006.37	1060.87	1273.27	1226.19	1058.96	1100.58	1197.15	1050.04	1016.66	1210.98	1058.96	969.72	1125.31	1139.04	1281.29
Nucleotide_excision_repair	1598.70	1676.66	1951.51	1280.82	1846.88	1732.07	1629.71	1736.54	1973.29	1852.33	2007.52	1347.22	1743.15	1748.06	1654.26	1324.57	1610.38	1828.43	1592.33	1976.41	1761.79	1337.38	2063.49	1776.60	2034.42	1673.03	1436.46	1880.44	1506.91	1943.89	1786.29	1615.87	1715.41	2106.91	1884.05	1645.79	1706.94	1604.77	866.06	1976.87	1547.50	1475.11	1538.58	1769.95	1714.62	1887.40	1044.02	1325.82	1856.78	1765.37	1317.58	1670.99	1730.96	1991.78	1962.44	1592.54	1579.81	2409.65	1553.61	1840.14	1875.96	1451.79	1797.89	1745.83	1299.45	1509.02	2389.62	1829.25	1605.89	1787.14	1755.94	1792.30	1684.25	2310.13	2309.98	1764.13	1589.72	1391.74	1389.47	1202.31	1539.64	2187.20	1853.03	1805.03	1722.39	1203.25	1352.08	1204.45	1919.87	1696.85	1754.72	1242.82	1493.00	1705.06	1730.61	1790.37	1687.88	1867.64	1599.81	2195.83	1909.50	1956.91	1735.91	1084.94	1658.76	1663.46	2089.70	1811.35	1738.46	1907.92	1360.96	1814.09	1354.04	1637.52	1711.01	1779.04	1307.06	1232.57	405.28	679.65	1538.71	1337.23	959.40	1006.12	492.36	1389.20	1397.98	757.07	467.55	1713.88	2194.29	1335.27	1137.01	1451.54	1740.93	1004.10	1521.95	713.19	1436.61	725.55	795.84	2685.24	1139.03	1426.20	1629.58	1510.20	1184.82	1666.64	1389.84	1103.63	804.42	1709.25	1226.88	1946.67	1752.05	1937.31	1029.69	1163.76	1346.68	1676.92	914.19	1301.33	1383.78	1621.64	1747.20	1352.13	1087.99	1432.26	1161.34	491.08	1214.00	1609.61	1803.76	1540.36	1676.76	1431.28	1638.61	1418.81	991.89	1566.99	1931.20	1850.40	1520.89	926.08	1633.26	1367.40	1165.37	1592.63	1173.60	1678.06	1470.61	1065.40	1667.72	1862.63	1398.75	1328.48	1358.72	949.07	1548.85	1510.97	1439.31	1413.86	1733.08	1418.56	525.83	1033.86	1127.87	367.76	1846.65	1754.13	1503.87	1673.18	1985.21	1474.31	1506.23	1668.75	1767.25	1394.50	1565.18	1691.52	1507.90	1449.18	1773.67	1512.14	1382.72	1578.64	1488.12	1760.73
Mismatch_repair	1864.16	1978.37	2265.27	1550.21	2222.11	2038.22	1916.16	2080.14	2317.38	2238.72	2320.95	1622.57	2019.42	2127.30	1988.88	1563.99	1917.25	2192.81	1909.66	2347.21	2060.47	1562.77	2445.36	2141.84	2322.39	1958.32	1714.09	2226.57	1799.39	2283.68	2159.50	1913.58	2083.54	2471.75	2205.53	1964.57	2002.88	1904.49	1017.88	2327.45	1802.78	1726.31	1818.87	2098.79	2071.00	2229.19	1198.40	1565.79	2131.32	2090.43	1532.78	1984.31	2037.04	2387.69	2297.26	1861.53	1883.47	2701.53	1856.08	2178.03	2166.72	1740.00	2101.21	2084.32	1516.58	1796.74	2805.49	2186.42	1909.31	2108.48	2082.85	2183.80	2048.61	2732.00	2660.74	2132.55	1877.74	1661.04	1609.39	1421.56	1805.14	2594.26	2220.35	2107.14	2091.04	1425.43	1573.80	1374.64	2320.02	2054.43	2067.24	1487.72	1782.58	1961.43	2025.11	2132.20	2021.91	2107.12	1902.63	2605.99	2276.63	2344.28	2060.08	1267.95	1925.58	1959.44	2461.66	2193.66	2061.69	2256.85	1662.52	2113.08	1566.96	1965.95	2063.91	2095.66	1523.66	1455.23	471.91	802.99	1863.13	1562.11	1131.50	1164.20	595.84	1674.45	1685.95	912.62	550.75	1998.19	2573.37	1540.00	1306.43	1705.82	2034.64	1189.98	1836.84	848.80	1671.94	848.42	946.08	3103.29	1368.20	1707.28	1936.10	1781.42	1412.84	2007.24	1670.82	1298.28	944.36	2047.42	1471.86	2268.78	2062.20	2274.55	1229.41	1365.59	1603.42	2031.35	1069.62	1563.36	1632.19	1943.84	2067.19	1603.00	1310.94	1736.31	1342.32	583.05	1431.56	1966.39	2121.46	1858.06	2023.03	1701.64	1891.41	1689.96	1229.07	1900.70	2277.64	2201.76	1766.36	1093.01	1968.57	1657.09	1385.69	1876.19	1376.01	2026.35	1751.99	1284.43	1979.77	2247.97	1606.67	1593.93	1603.00	1134.63	1849.67	1782.16	1716.83	1624.26	2099.08	1662.66	619.59	1234.29	1344.42	430.11	2157.23	2108.31	1780.84	1986.39	2377.77	1760.88	1793.89	1951.63	2100.78	1640.55	1902.69	1985.50	1825.18	1735.55	2096.03	1799.61	1611.96	1851.76	1700.34	2058.81
Homologous_recombination	2261.71	2478.79	2581.53	1834.72	2841.74	2479.78	2240.21	2597.16	2961.93	2698.90	2828.93	1903.75	2449.06	2705.26	2550.55	1926.45	2358.87	2719.47	2352.13	2922.66	2511.06	1893.10	2996.43	2501.47	2835.81	2393.44	2120.61	2747.87	2218.76	2851.62	2613.84	2335.89	2615.35	3087.05	2754.68	2477.58	2513.89	2286.24	1237.25	2846.77	2178.23	2101.68	2198.46	2583.52	2553.37	2708.45	1311.35	1828.52	2631.30	2596.76	1816.97	2478.22	2529.68	2870.00	2779.55	2317.71	2316.19	3094.86	2247.43	2615.10	2665.61	2040.93	2611.88	2576.01	1870.71	2197.93	3412.49	2778.01	2281.69	2513.72	2526.70	2825.49	2406.66	3283.84	3250.19	2593.95	2260.03	2011.35	1968.02	1771.45	2180.95	2815.18	2626.46	2565.83	2591.34	1715.45	1911.89	1699.55	2845.40	2568.88	2561.68	1763.10	2144.95	2412.85	2461.70	2659.95	2441.13	2460.76	2291.28	3187.94	2819.38	3017.31	2454.16	1461.74	2333.30	2351.13	2999.93	2719.11	2485.45	2698.04	1944.01	2504.37	1818.53	2354.16	2359.18	2612.16	1797.66	1702.04	549.91	926.52	2318.61	1822.42	1386.42	1352.77	672.51	2047.83	2117.68	1156.67	656.82	2291.08	2869.36	1796.30	1436.34	2003.79	2382.95	1531.35	2235.47	985.77	1931.27	992.80	1073.26	3287.02	1687.85	2100.09	2455.99	2013.41	1714.26	2391.51	2115.47	1585.58	1102.09	2475.31	1707.43	2676.17	2408.41	2654.55	1554.33	1574.85	2017.35	2501.91	1240.75	1820.38	2054.36	2425.23	2508.93	1913.62	1612.79	2146.49	1598.25	693.28	1675.19	2420.78	2321.97	2339.48	2563.54	1973.51	2177.90	2141.60	1387.09	2322.78	2848.82	2486.74	2146.62	1270.19	2417.50	1941.35	1616.30	2236.93	1598.54	2533.40	2144.28	1530.92	2404.09	2751.46	1824.14	1970.63	1906.31	1410.37	2137.66	2231.44	1992.32	1868.27	2610.68	2019.11	718.35	1402.33	1663.27	518.34	2658.96	2586.96	2194.00	2452.68	2956.83	2229.34	2207.53	2393.04	2647.51	2006.85	2304.54	2404.47	2214.56	2131.01	2615.49	2290.72	1948.96	2319.27	2090.18	2541.70
Non_homologous_end_joining	800.40	866.47	882.72	644.12	978.04	857.23	809.18	903.55	1034.02	937.22	1008.54	655.75	864.07	926.71	877.30	678.27	834.11	944.32	822.47	1028.40	881.23	690.27	1059.82	907.08	1001.43	840.54	743.03	948.85	771.84	1006.50	914.47	824.21	892.95	1099.04	976.70	850.66	876.06	821.47	449.56	1014.22	779.55	753.72	779.72	906.55	893.74	973.07	477.68	648.88	927.12	914.19	639.21	861.67	900.97	1022.84	999.93	819.94	810.59	1148.77	797.56	916.68	965.90	711.91	916.26	898.74	663.73	776.22	1200.39	962.33	818.18	913.53	897.49	966.61	842.79	1204.79	1140.58	923.06	810.32	706.57	695.49	621.31	759.99	1035.82	937.53	924.14	885.90	604.56	684.27	606.37	998.75	878.20	878.34	608.08	744.36	876.14	869.35	918.88	859.33	954.60	803.73	1135.88	986.56	1042.25	848.08	537.57	835.68	853.91	1083.56	945.91	870.53	982.82	690.27	900.61	652.26	843.81	843.60	922.99	648.83	593.99	202.45	339.19	793.82	705.17	498.08	496.98	241.11	702.68	733.28	397.02	236.53	837.46	1029.00	628.37	542.54	709.67	841.68	531.47	791.80	345.49	683.45	359.57	385.30	1350.23	581.97	726.30	860.34	751.33	596.18	847.64	729.61	551.91	397.72	875.25	597.73	971.52	841.13	967.35	539.74	572.46	691.07	873.59	459.05	622.63	721.18	839.84	877.53	659.51	557.83	738.98	609.17	253.11	594.31	841.25	881.54	800.53	892.95	678.48	823.63	752.31	485.16	818.53	997.37	898.52	755.96	444.72	842.95	686.91	567.37	797.68	573.11	880.89	753.28	545.65	847.19	966.92	724.45	678.00	712.71	491.15	749.20	766.19	707.07	706.50	902.19	731.05	248.60	512.19	581.61	188.93	939.31	901.97	777.81	868.90	1044.67	773.99	760.46	855.80	925.91	719.49	797.56	865.60	768.98	741.97	922.00	799.99	696.28	822.71	746.75	907.77
